,시도,시군구,전체행정구역_인구(명),전체행정구역_세대수(가구),year
913,강원,화천군,27727,13065,2017
914,강원,양구군,24364,11340,2017
915,강원,인제군,32901,15523,2017
916,강원,고성군,30871,15519,2017
917,강원,양양군,27490,13526,2017
918,서울,종로구,153589,72118,2016
919,서울,중구,133240,59651,2016
920,서울,용산구,245102,106607,2016
921,서울,성동구,307161,128727,2016
922,서울,광진구,378161,158390,2016
923,서울,동대문구,360153,159426,2016
924,서울,중랑구,418476,177400,2016
925,서울,성북구,464023,188304,2016
926,서울,강북구,330734,141229,2016
927,서울,도봉구,350272,136898,2016
928,서울,노원구,569384,219736,2016
929,서울,은평구,495937,201891,2016
930,서울,서대문구,325871,136766,2016
931,서울,마포구,402513,169432,2016
932,서울,양천구,481845,177434,2016
933,서울,강서구,602104,245045,2016
934,서울,구로구,418480,172220,2016
935,서울,금천구,265552,104483,2016
936,서울,영등포구,406779,165729,2016
937,서울,동작구,401408,172506,2016
938,서울,관악구,525607,251955,2016
939,서울,서초구,451477,173970,2016
940,서울,강남구,572140,234080,2016
941,서울,송파구,664946,258382,2016
942,서울,강동구,449019,177460,2016
943,부산,중구,47117,23282,2016
944,부산,서구,114752,52497,2016
945,부산,동구,91807,43036,2016
946,부산,영도구,128259,55893,2016
947,부산,부산진구,379309,165238,2016
948,부산,동래구,273939,107917,2016
949,부산,남구,283070,113791,2016
950,부산,북구,312098,120707,2016
951,부산,해운대구,425036,165290,2016
952,부산,사하구,339620,135641,2016
953,부산,금정구,248908,102522,2016
954,부산,강서구,114749,44112,2016
955,부산,연제구,208211,84398,2016
956,부산,수영구,181016,77733,2016
957,부산,사상구,238108,96403,2016
958,부산,기장군,160888,62810,2016
959,대구,중구,80497,37987,2016
960,대구,동구,353140,147154,2016
961,대구,서구,201981,88468,2016
962,대구,남구,157843,73979,2016
963,대구,북구,445230,171181,2016
964,대구,수성구,448548,165392,2016
965,대구,달서구,600510,225643,2016
966,대구,달성군,223585,84416,2016
967,대구,군위군,24787,12428,2016
968,인천,중구,119434,52218,2016
969,인천,동구,71915,30081,2016
970,인천,미추홀구,424869,178444,2016
971,인천,연수구,336256,120580,2016
972,인천,남동구,543038,209885,2016
973,인천,부평구,560649,216492,2016
974,인천,계양구,333344,126963,2016
975,인천,서구,522360,194008,2016
976,인천,강화군,68785,31106,2016
977,인천,옹진군,21522,11622,2016
978,광주,동구,97045,45095,2016
979,광주,서구,311281,123500,2016
980,광주,남구,221189,87879,2016
981,광주,북구,445663,178956,2016
982,광주,광산구,413956,151034,2016
983,대전,동구,238529,100398,2016
984,대전,중구,256186,103681,2016
985,대전,서구,492108,192834,2016
986,대전,유성구,349107,132464,2016
987,대전,대덕구,195034,76760,2016
988,울산,중구,244954,95673,2016
989,울산,남구,346201,134140,2016
990,울산,동구,179333,68548,2016
991,울산,북구,197882,69693,2016
992,울산,울주군,227391,87298,2016
993,세종,세종특별자치시,246792,94343,2016
994,경기,수원시,1231224,472194,2016
995,경기,성남시,1002634,394087,2016
996,경기,의정부시,442303,175948,2016
997,경기,안양시,604652,225163,2016
998,경기,부천시,871785,331797,2016
999,경기,광명시,345403,127461,2016
1000,경기,평택시,490767,195970,2016
1001,경기,동두천시,101403,42455,2016
1002,경기,안산시,744356,280524,2016
1003,경기,고양시,1051970,401772,2016
1004,경기,과천시,64013,23454,2016
1005,경기,구리시,193763,74499,2016
1006,경기,남양주시,668696,251335,2016
1007,경기,오산시,216718,82581,2016
1008,경기,시흥시,443459,159978,2016
1009,경기,군포시,294291,106646,2016
1010,경기,의왕시,157996,58808,2016
1011,경기,하남시,212941,84289,2016
1012,경기,용인시,1008012,363559,2016
1013,경기,파주시,440999,175089,2016
1014,경기,이천시,216831,84339,2016
1015,경기,안성시,192747,76291,2016
1016,경기,김포시,381278,139498,2016
1017,경기,화성시,661691,245921,2016
1018,경기,광주시,339837,131303,2016
1019,경기,양주시,212811,80790,2016
1020,경기,포천시,166679,68354,2016
1021,경기,여주시,114048,47889,2016
1022,경기,연천군,46886,21656,2016
1023,경기,가평군,63085,29212,2016
1024,경기,양평군,112880,50544,2016
1025,충북,청주시,846949,341596,2016
1026,충북,충주시,213075,88900,2016
1027,충북,제천시,136656,60946,2016
1028,충북,보은군,34732,16304,2016
1029,충북,옥천군,53043,23092,2016
1030,충북,영동군,51106,23840,2016
1031,충북,증평군,37996,16238,2016
1032,충북,진천군,75267,30746,2016
1033,충북,괴산군,39663,19905,2016
1034,충북,음성군,106419,44649,2016
1035,충북,단양군,30746,14744,2016
1036,충남,천안시,635783,254676,2016
1037,충남,공주시,111485,48835,2016
1038,충남,보령시,106501,47011,2016
1039,충남,아산시,317599,124223,2016
1040,충남,서산시,174762,70991,2016
1041,충남,논산시,127022,56347,2016
1042,충남,계룡시,42838,14858,2016
1043,충남,당진시,171870,73434,2016
1044,충남,금산군,56606,25342,2016
1045,충남,부여군,71362,32903,2016
1046,충남,서천군,57315,26583,2016
1047,충남,청양군,33324,15668,2016
1048,충남,홍성군,102075,43555,2016
1049,충남,예산군,83371,37251,2016
1050,충남,태안군,65157,30617,2016
1051,전북,전주시,658369,258006,2016
1052,전북,군산시,282916,115329,2016
1053,전북,익산시,305031,123675,2016
1054,전북,정읍시,117318,52330,2016
1055,전북,남원시,85140,37529,2016
1056,전북,김제시,89206,41601,2016
1057,전북,완주군,97721,41204,2016
1058,전북,진안군,26398,12654,2016
1059,전북,무주군,25208,11893,2016
1060,전북,장수군,24016,11123,2016
1061,전북,임실군,30572,14332,2016
1062,전북,순창군,30313,13819,2016
1063,전북,고창군,61508,28900,2016
1064,전북,부안군,57682,27689,2016
1065,전남,목포시,241213,101180,2016
1066,전남,여수시,291366,118910,2016
1067,전남,순천시,280397,109650,2016
1068,전남,나주시,107348,49378,2016
1069,전남,광양시,157178,61487,2016
1070,전남,담양군,48300,22334,2016
1071,전남,곡성군,30795,14960,2016
1072,전남,구례군,27742,12883,2016
1073,전남,고흥군,69000,34508,2016
1074,전남,보성군,44962,22449,2016
1075,전남,화순군,66774,29575,2016
1076,전남,장흥군,43513,20161,2016
1077,전남,강진군,38175,18414,2016
1078,전남,해남군,76459,35231,2016
1079,전남,영암군,62983,27190,2016
1080,전남,무안군,83781,35500,2016
1081,전남,함평군,344408,17591,2016
1082,전남,영광군,56379,26054,2016
1083,전남,장성군,47218,21557,2016
1084,전남,완도군,55351,25688,2016
1085,전남,진도군,32405,15911,2016
1086,전남,신안군,43378,22077,2016
1087,경북,포항시,522030,212095,2016
1088,경북,경주시,268928,113798,2016
1089,경북,김천시,144255,62202,2016
1090,경북,안동시,170133,73714,2016
1091,경북,구미시,429047,168487,2016
1092,경북,영주시,110287,48678,2016
1093,경북,영천시,100648,47509,2016
1094,경북,상주시,102464,46750,2016
1095,경북,문경시,76439,34643,2016
1096,경북,경산시,266486,107821,2016
1097,경북,의성군,54722,27440,2016
1098,경북,청송군,26552,13460,2016
1099,경북,영양군,17929,8800,2016
1100,경북,영덕군,39973,20185,2016
1101,경북,청도군,44387,21722,2016
1102,경북,고령군,36439,16215,2016
1103,경북,성주군,46886,21877,2016
1104,경북,칠곡군,127298,53695,2016
1105,경북,예천군,46688,22123,2016
1106,경북,봉화군,33808,16492,2016
1107,경북,울진군,51885,25186,2016
1108,경북,울릉군,10153,5323,2016
1109,경남,창원시,1080133,417762,2016
1110,경남,진주시,351279,140748,2016
1111,경남,통영시,142579,59214,2016
1112,경남,사천시,118044,51012,2016
1113,경남,김해시,547854,200370,2016
1114,경남,밀양시,109547,50158,2016
1115,경남,거제시,271361,102413,2016
1116,경남,양산시,322975,125453,2016
1117,경남,의령군,28980,14419,2016
1118,경남,함안군,72640,31106,2016
1119,경남,창녕군,66267,30810,2016
1120,경남,고성군,56413,25853,2016
1121,경남,남해군,46014,22155,2016
1122,경남,하동군,50151,23704,2016
1123,경남,산청군,36701,18404,2016
1124,경남,함양군,40668,19598,2016
1125,경남,거창군,63819,28203,2016
1126,경남,합천군,48537,24302,2016
1127,제주,제주시,483325,192353,2016
1128,제주,서귀포시,177865,74619,2016
1129,강원,춘천시,283951,117014,2016
1130,강원,원주시,341130,142136,2016
1131,강원,강릉시,215751,94781,2016
1132,강원,동해시,94556,40468,2016
1133,강원,태백시,47501,22265,2016
1134,강원,속초시,82670,37193,2016
1135,강원,삼척시,70371,34147,2016
1136,강원,홍천군,70961,31851,2016
1137,강원,횡성군,46662,21283,2016
1138,강원,영월군,40220,20255,2016
1139,강원,평창군,43823,20745,2016
1140,강원,정선군,38995,19571,2016
1141,강원,철원군,48699,21778,2016
1142,강원,화천군,26489,13207,2016
1143,강원,양구군,24053,11355,2016
1144,강원,인제군,34879,15426,2016
1145,강원,고성군,30749,15377,2016
1146,강원,양양군,27502,13402,2016
